algorithm,infile,outfile,file_bytes,file_kb,has_tag,elapsed_ms,throughput_mb_s,cpu_user_s,cpu_system_s,rss_mb_before,rss_mb_after,rss_mb_delta,repeats
AES,1024KB_0.bin,AES_1024KB_0.bin,1048576,1024.0,0,56.296666666668216,17.763041032624297,0.0,0.010416666666666666,24.09765625,26.66015625,2.5625,3
PRESENT,1024KB_0.bin,PRESENT_1024KB_0.bin,1048576,1024.0,0,120874.31429999998,0.008273056238549435,107.58333333333333,2.8854166666666665,24.6640625,25.8671875,1.203125,3
XTEA,1024KB_0.bin,XTEA_1024KB_0.bin,1048576,1024.0,0,5735.674366666672,0.1743474151551524,5.598958333333333,0.078125,23.8671875,27.00390625,3.13671875,3
SIMON,1024KB_0.bin,SIMON_1024KB_0.bin,1048576,1024.0,0,21093.95553333339,0.047406945483494826,20.786458333333332,0.13541666666666666,25.0,25.8671875,0.8671875,3
PRINCE,1024KB_0.bin,PRINCE_1024KB_0.bin,1048576,1024.0,0,15130.205433333307,0.06609295586938319,15.03125,0.026041666666666668,23.86328125,25.8671875,2.00390625,3
RECTANGLE,1024KB_0.bin,RECTANGLE_1024KB_0.bin,1048576,1024.0,0,51413.593600000015,0.019450109007746928,51.026041666666664,0.09375,23.86328125,25.89453125,2.03125,3
ASCONv2,1024KB_0.bin,ASCONv2_1024KB_0.bin,1048576,1024.0,1,3168.9905999999914,0.31555789404992324,3.1145833333333335,0.015625,23.890625,27.0234375,3.1328125,3
LEA,1024KB_0.bin,LEA_1024KB_0.bin,1048576,1024.0,0,9113.198299999984,0.10973096020526643,9.041666666666666,0.026041666666666668,25.015625,28.03125,3.015625,3
MSEA,1024KB_0.bin,MSEA_1024KB_0.bin,1048576,1024.0,0,2575.211933333321,0.3883175543946835,2.5572916666666665,0.005208333333333333,26.0234375,28.08984375,2.06640625,3
AES,1024KB_1.bin,AES_1024KB_1.bin,1048576,1024.0,0,1.401300000035614,713.6230642793014,0.0,0.0,26.08203125,28.08984375,2.0078125,3
PRESENT,1024KB_1.bin,PRESENT_1024KB_1.bin,1048576,1024.0,0,61019.52753333334,0.016388196376212954,60.463541666666664,0.17708333333333334,26.08203125,18.19921875,-7.8828125,3
XTEA,1024KB_1.bin,XTEA_1024KB_1.bin,1048576,1024.0,0,3296.8219333333004,0.30332241783799807,3.2552083333333335,0.010416666666666666,16.1953125,18.203125,2.0078125,3
SIMON,1024KB_1.bin,SIMON_1024KB_1.bin,1048576,1024.0,0,16610.22496666669,0.06020388056193065,16.510416666666668,0.026041666666666668,16.19921875,18.20703125,2.0078125,3
PRINCE,1024KB_1.bin,PRINCE_1024KB_1.bin,1048576,1024.0,0,14394.746400000031,0.0694697893392549,14.171875,0.09375,16.203125,18.2109375,2.0078125,3
RECTANGLE,1024KB_1.bin,RECTANGLE_1024KB_1.bin,1048576,1024.0,0,33242.92853333335,0.03008158559187347,33.005208333333336,0.07291666666666667,16.20703125,18.2109375,2.00390625,3
ASCONv2,1024KB_1.bin,ASCONv2_1024KB_1.bin,1048576,1024.0,1,2147.8406333334683,0.4655838913187851,2.1458333333333335,0.005208333333333333,16.20703125,18.2109375,2.00390625,3
LEA,1024KB_1.bin,LEA_1024KB_1.bin,1048576,1024.0,0,6149.764633333386,0.16260784918169546,6.109375,0.020833333333333332,16.20703125,18.23046875,2.0234375,3
MSEA,1024KB_1.bin,MSEA_1024KB_1.bin,1048576,1024.0,0,1743.1618333332608,0.5736702013993776,1.734375,0.0,16.22265625,19.4375,3.21484375,3
AES,1024KB_2.bin,AES_1024KB_2.bin,1048576,1024.0,0,0.7800666666450221,1281.941714418956,0.0,0.0,17.4296875,19.44140625,2.01171875,3
PRESENT,1024KB_2.bin,PRESENT_1024KB_2.bin,1048576,1024.0,0,37230.81460000003,0.026859471401412722,37.088541666666664,0.06770833333333333,17.43359375,19.453125,2.01953125,3
XTEA,1024KB_2.bin,XTEA_1024KB_2.bin,1048576,1024.0,0,2233.5149666667653,0.4477247813084377,2.2239583333333335,0.010416666666666666,17.4453125,19.453125,2.0078125,3
SIMON,1024KB_2.bin,SIMON_1024KB_2.bin,1048576,1024.0,0,11291.259633333235,0.08856407809876879,11.229166666666666,0.026041666666666668,17.4453125,19.453125,2.0078125,3
PRINCE,1024KB_2.bin,PRINCE_1024KB_2.bin,1048576,1024.0,0,9753.523799999888,0.10252704771172153,9.682291666666666,0.015625,17.4453125,19.453125,2.0078125,3
RECTANGLE,1024KB_2.bin,RECTANGLE_1024KB_2.bin,1048576,1024.0,0,32828.93106666666,0.030460936969567216,32.635416666666664,0.0625,17.4453125,19.44921875,2.00390625,3
ASCONv2,1024KB_2.bin,ASCONv2_1024KB_2.bin,1048576,1024.0,1,2176.67490000008,0.45941633268246135,2.15625,0.010416666666666666,17.44140625,19.44921875,2.0078125,3
LEA,1024KB_2.bin,LEA_1024KB_2.bin,1048576,1024.0,0,6147.895600000008,0.16265728390052667,6.09375,0.026041666666666668,17.44140625,20.46484375,3.0234375,3
MSEA,1024KB_2.bin,MSEA_1024KB_2.bin,1048576,1024.0,0,1764.9760666667287,0.566579920762645,1.7447916666666667,0.010416666666666666,18.45703125,20.46484375,2.0078125,3
AES,1024KB_3.bin,AES_1024KB_3.bin,1048576,1024.0,0,0.7566333332912715,1321.6441253653343,0.0,0.0,18.45703125,20.46875,2.01171875,3
PRESENT,1024KB_3.bin,PRESENT_1024KB_3.bin,1048576,1024.0,0,49207.25199999993,0.0203222077916483,48.848958333333336,0.140625,18.4609375,18.125,-0.3359375,3
XTEA,1024KB_3.bin,XTEA_1024KB_3.bin,1048576,1024.0,0,3325.3471000000445,0.30072048719364863,3.3177083333333335,0.010416666666666666,16.125,18.125,2.0,3
SIMON,1024KB_3.bin,SIMON_1024KB_3.bin,1048576,1024.0,0,12845.23043333335,0.07784990741816525,12.770833333333334,0.036458333333333336,16.125,18.125,2.0,3
PRINCE,1024KB_3.bin,PRINCE_1024KB_3.bin,1048576,1024.0,0,9940.67466666661,0.10059679383263917,9.854166666666666,0.010416666666666666,16.125,18.125,2.0,3
RECTANGLE,1024KB_3.bin,RECTANGLE_1024KB_3.bin,1048576,1024.0,0,32675.03243333325,0.030604407265403526,32.557291666666664,0.036458333333333336,16.125,18.125,2.0,3
ASCONv2,1024KB_3.bin,ASCONv2_1024KB_3.bin,1048576,1024.0,1,2196.147500000052,0.4553428219188267,2.1770833333333335,0.005208333333333333,16.125,18.125,2.0,3
LEA,1024KB_3.bin,LEA_1024KB_3.bin,1048576,1024.0,0,6179.280800000015,0.16183113089795134,6.140625,0.010416666666666666,16.125,18.1796875,2.0546875,3
MSEA,1024KB_3.bin,MSEA_1024KB_3.bin,1048576,1024.0,0,1761.7207333332015,0.567626855425596,1.7604166666666667,0.0,16.171875,19.3515625,3.1796875,3
AES,1024KB_4.bin,AES_1024KB_4.bin,1048576,1024.0,0,0.9907333333861363,1009.3533409057632,0.0,0.0,17.34375,19.3515625,2.0078125,3
PRESENT,1024KB_4.bin,PRESENT_1024KB_4.bin,1048576,1024.0,0,38024.28203333337,0.026298984399583565,37.755208333333336,0.08854166666666667,17.34375,19.36328125,2.01953125,3
XTEA,1024KB_4.bin,XTEA_1024KB_4.bin,1048576,1024.0,0,2285.63813333335,0.43751457652730474,2.2395833333333335,0.03125,17.35546875,19.36328125,2.0078125,3
SIMON,1024KB_4.bin,SIMON_1024KB_4.bin,1048576,1024.0,0,11277.952299999924,0.08866857860358274,11.166666666666666,0.041666666666666664,17.35546875,19.36328125,2.0078125,3
PRINCE,1024KB_4.bin,PRINCE_1024KB_4.bin,1048576,1024.0,0,9796.779033333223,0.10207436511505796,9.734375,0.0,17.359375,19.37109375,2.01171875,3
RECTANGLE,1024KB_4.bin,RECTANGLE_1024KB_4.bin,1048576,1024.0,0,32795.662766666734,0.030491836896688437,32.583333333333336,0.078125,17.3671875,19.375,2.0078125,3
ASCONv2,1024KB_4.bin,ASCONv2_1024KB_4.bin,1048576,1024.0,1,2170.2980666665703,0.4607662032044897,2.1614583333333335,0.0,17.3671875,19.375,2.0078125,3
LEA,1024KB_4.bin,LEA_1024KB_4.bin,1048576,1024.0,0,6189.409233333511,0.16156630823737225,6.151041666666667,0.010416666666666666,17.3671875,20.31640625,2.94921875,3
MSEA,1024KB_4.bin,MSEA_1024KB_4.bin,1048576,1024.0,0,1896.5941666666974,0.5272609278122584,1.8854166666666667,0.0,18.30859375,20.375,2.06640625,3
AES,1024KB_5.bin,AES_1024KB_5.bin,1048576,1024.0,0,0.9707333333608403,1030.1490281968927,0.0,0.0,18.3671875,20.375,2.0078125,3
PRESENT,1024KB_5.bin,PRESENT_1024KB_5.bin,1048576,1024.0,0,37713.44076666674,0.02651574557163865,37.427083333333336,0.078125,18.3671875,18.2109375,-0.15625,3
XTEA,1024KB_5.bin,XTEA_1024KB_5.bin,1048576,1024.0,0,2258.7526333333394,0.4427222287392562,2.2447916666666665,0.010416666666666666,16.20703125,18.2109375,2.00390625,3
SIMON,1024KB_5.bin,SIMON_1024KB_5.bin,1048576,1024.0,0,11301.674666666713,0.08848246206815803,11.255208333333334,0.010416666666666666,16.20703125,18.2109375,2.00390625,3
PRINCE,1024KB_5.bin,PRINCE_1024KB_5.bin,1048576,1024.0,0,10457.322766666493,0.09562677009335273,10.328125,0.036458333333333336,16.20703125,18.2109375,2.00390625,3
RECTANGLE,1024KB_5.bin,RECTANGLE_1024KB_5.bin,1048576,1024.0,0,32857.05653333344,0.03043486256857797,32.588541666666664,0.078125,16.20703125,18.2109375,2.00390625,3
ASCONv2,1024KB_5.bin,ASCONv2_1024KB_5.bin,1048576,1024.0,1,2179.910299999998,0.4587344717807888,2.1770833333333335,0.005208333333333333,16.22265625,18.2265625,2.00390625,3
LEA,1024KB_5.bin,LEA_1024KB_5.bin,1048576,1024.0,0,6436.5715333333355,0.155362213380409,6.375,0.020833333333333332,16.22265625,18.234375,2.01171875,3
MSEA,1024KB_5.bin,MSEA_1024KB_5.bin,1048576,1024.0,0,1925.586433333289,0.519322312771465,1.8958333333333333,0.020833333333333332,16.2265625,19.41015625,3.18359375,3
AES,1024KB_6.bin,AES_1024KB_6.bin,1048576,1024.0,0,1.326066666782329,754.1098988834984,0.0,0.0,17.40234375,19.41015625,2.0078125,3
PRESENT,1024KB_6.bin,PRESENT_1024KB_6.bin,1048576,1024.0,0,38841.14366666654,0.025745894832087547,38.479166666666664,0.109375,17.40234375,19.13671875,1.734375,3
XTEA,1024KB_6.bin,XTEA_1024KB_6.bin,1048576,1024.0,0,2385.6463000001895,0.4191736218398849,2.3489583333333335,0.020833333333333332,17.12890625,18.25,1.12109375,3
SIMON,1024KB_6.bin,SIMON_1024KB_6.bin,1048576,1024.0,0,11701.062633333246,0.0854623234945571,11.572916666666666,0.08333333333333333,16.24609375,19.13671875,2.890625,3
PRINCE,1024KB_6.bin,PRINCE_1024KB_6.bin,1048576,1024.0,0,10120.615966666719,0.09880821516136983,10.005208333333334,0.046875,17.12890625,18.25,1.12109375,3
RECTANGLE,1024KB_6.bin,RECTANGLE_1024KB_6.bin,1048576,1024.0,0,33722.36283333329,0.029653912596288707,33.364583333333336,0.125,16.24609375,17.97265625,1.7265625,3
ASCONv2,1024KB_6.bin,ASCONv2_1024KB_6.bin,1048576,1024.0,1,2258.4898666665745,0.4427737377790201,2.234375,0.010416666666666666,15.96484375,17.0859375,1.12109375,3
LEA,1024KB_6.bin,LEA_1024KB_6.bin,1048576,1024.0,0,6536.078266666664,0.15299694391664473,6.416666666666667,0.0625,15.08203125,19.18359375,4.1015625,3
MSEA,1024KB_6.bin,MSEA_1024KB_6.bin,1048576,1024.0,0,1803.7367333333048,0.5544046320728859,1.7916666666666667,0.0,17.17578125,19.24609375,2.0703125,3
AES,1024KB_7.bin,AES_1024KB_7.bin,1048576,1024.0,0,0.7432333333478406,1345.4724850614175,0.0,0.0,17.23828125,19.24609375,2.0078125,3
PRESENT,1024KB_7.bin,PRESENT_1024KB_7.bin,1048576,1024.0,0,38464.60486666653,0.025997927275384577,38.104166666666664,0.125,17.24609375,17.09765625,-0.1484375,3
XTEA,1024KB_7.bin,XTEA_1024KB_7.bin,1048576,1024.0,0,2228.8666666666663,0.4486585110519547,2.2083333333333335,0.005208333333333333,15.09375,17.984375,2.890625,3
SIMON,1024KB_7.bin,SIMON_1024KB_7.bin,1048576,1024.0,0,11113.133433333283,0.0899836221709127,11.041666666666666,0.041666666666666664,15.9765625,17.1015625,1.125,3
PRINCE,1024KB_7.bin,PRINCE_1024KB_7.bin,1048576,1024.0,0,9544.146566666617,0.10477626187055292,9.46875,0.026041666666666668,15.09765625,17.98828125,2.890625,3
RECTANGLE,1024KB_7.bin,RECTANGLE_1024KB_7.bin,1048576,1024.0,0,32083.47833333331,0.031168690302542552,31.9375,0.036458333333333336,15.98046875,17.046875,1.06640625,3
ASCONv2,1024KB_7.bin,ASCONv2_1024KB_7.bin,1048576,1024.0,1,2144.7118333333797,0.4662631055873684,2.1145833333333335,0.015625,15.04296875,17.93359375,2.890625,3
LEA,1024KB_7.bin,LEA_1024KB_7.bin,1048576,1024.0,0,6081.347866666874,0.16443723035171312,6.052083333333333,0.015625,15.92578125,17.0546875,1.12890625,3
MSEA,1024KB_7.bin,MSEA_1024KB_7.bin,1048576,1024.0,0,1719.9960666665295,0.5813966783877993,1.6979166666666667,0.0,15.046875,18.21875,3.171875,3
AES,1024KB_8.bin,AES_1024KB_8.bin,1048576,1024.0,0,0.9247999999691577,1081.3148789287957,0.005208333333333333,0.0,16.2109375,18.21875,2.0078125,3
PRESENT,1024KB_8.bin,PRESENT_1024KB_8.bin,1048576,1024.0,0,37802.63166666676,0.02645318476284206,37.65625,0.0625,16.2109375,17.94140625,1.73046875,3
XTEA,1024KB_8.bin,XTEA_1024KB_8.bin,1048576,1024.0,0,2213.1942666665054,0.45183561834641456,2.1875,0.010416666666666666,15.93359375,17.0546875,1.12109375,3
SIMON,1024KB_8.bin,SIMON_1024KB_8.bin,1048576,1024.0,0,11265.45646666682,0.08876693127871775,11.213541666666666,0.03125,15.05078125,17.94140625,2.890625,3
PRINCE,1024KB_8.bin,PRINCE_1024KB_8.bin,1048576,1024.0,0,9704.311999999845,0.1030469754063983,9.65625,0.015625,15.94140625,17.0625,1.12109375,3
RECTANGLE,1024KB_8.bin,RECTANGLE_1024KB_8.bin,1048576,1024.0,0,32748.263033333238,0.030535970685899805,32.640625,0.03125,15.05859375,17.8828125,2.82421875,3
ASCONv2,1024KB_8.bin,ASCONv2_1024KB_8.bin,1048576,1024.0,1,2158.8125333332755,0.4632176182783079,2.140625,0.015625,15.875,16.99609375,1.12109375,3
LEA,1024KB_8.bin,LEA_1024KB_8.bin,1048576,1024.0,0,6136.452799999915,0.16296059508516283,6.09375,0.015625,14.99609375,19.09765625,4.1015625,3
MSEA,1024KB_8.bin,MSEA_1024KB_8.bin,1048576,1024.0,0,1742.202933333374,0.573985946681131,1.7447916666666667,0.0,17.08984375,19.15625,2.06640625,3
AES,1024KB_9.bin,AES_1024KB_9.bin,1048576,1024.0,0,0.8017999998628511,1247.193814132017,0.0,0.0,17.1484375,19.15625,2.0078125,3
PRESENT,1024KB_9.bin,PRESENT_1024KB_9.bin,1048576,1024.0,0,37704.724599999885,0.0265218751922671,37.546875,0.07291666666666667,17.1484375,17.0,-0.1484375,3
XTEA,1024KB_9.bin,XTEA_1024KB_9.bin,1048576,1024.0,0,2369.335066666584,0.4220593423313906,2.3489583333333335,0.005208333333333333,14.99609375,17.88671875,2.890625,3
SIMON,1024KB_9.bin,SIMON_1024KB_9.bin,1048576,1024.0,0,11393.242533333401,0.08777132559710575,11.348958333333334,0.015625,15.87890625,17.109375,1.23046875,3
PRINCE,1024KB_9.bin,PRINCE_1024KB_9.bin,1048576,1024.0,0,9860.56046666666,0.10141411366833265,9.817708333333334,0.020833333333333332,15.10546875,17.109375,2.00390625,3
RECTANGLE,1024KB_9.bin,RECTANGLE_1024KB_9.bin,1048576,1024.0,0,33280.00086666665,0.030048076140574958,33.161458333333336,0.026041666666666668,15.10546875,17.09375,1.98828125,3
ASCONv2,1024KB_9.bin,ASCONv2_1024KB_9.bin,1048576,1024.0,1,3368.000600000111,0.2969120611201694,3.3541666666666665,0.005208333333333333,15.08984375,17.98046875,2.890625,3
LEA,1024KB_9.bin,LEA_1024KB_9.bin,1048576,1024.0,0,9080.520799999855,0.11012584212130389,9.015625,0.036458333333333336,15.97265625,17.1015625,1.12890625,3
MSEA,1024KB_9.bin,MSEA_1024KB_9.bin,1048576,1024.0,0,2566.4879666666516,0.3896375174900187,2.5364583333333335,0.010416666666666666,15.09375,18.2578125,3.1640625,3
AES,16KB_0.bin,AES_16KB_0.bin,16384,16.0,0,0.12679999978596848,123.22555225847123,0.0,0.0,15.24609375,15.3046875,0.05859375,3
PRESENT,16KB_0.bin,PRESENT_16KB_0.bin,16384,16.0,0,788.7479000000894,0.019809878416155818,0.7916666666666666,0.0,15.3046875,15.30859375,0.00390625,3
XTEA,16KB_0.bin,XTEA_16KB_0.bin,16384,16.0,0,49.9659666666048,0.31271285321580916,0.046875,0.0,15.30859375,15.30859375,0.0,3
SIMON,16KB_0.bin,SIMON_16KB_0.bin,16384,16.0,0,251.61756666648216,0.06209820803454021,0.25,0.0,15.30859375,15.30859375,0.0,3
PRINCE,16KB_0.bin,PRINCE_16KB_0.bin,16384,16.0,0,247.46990000009342,0.0631389918531268,0.25,0.0,15.30859375,15.30859375,0.0,3
RECTANGLE,16KB_0.bin,RECTANGLE_16KB_0.bin,16384,16.0,0,726.8654666666711,0.021496412632800693,0.71875,0.0,15.30859375,15.30859375,0.0,3
ASCONv2,16KB_0.bin,ASCONv2_16KB_0.bin,16384,16.0,1,51.29496666677369,0.30461078377347095,0.052083333333333336,0.0,15.30859375,15.30859375,0.0,3
LEA,16KB_0.bin,LEA_16KB_0.bin,16384,16.0,0,150.2383666664476,0.10400139689144727,0.15104166666666666,0.0,15.30859375,15.30859375,0.0,3
MSEA,16KB_0.bin,MSEA_16KB_0.bin,16384,16.0,0,28.68409999988823,0.5447268695918953,0.03125,0.0,15.30859375,15.30859375,0.0,3
AES,16KB_1.bin,AES_16KB_1.bin,16384,16.0,0,0.05786666679341579,270.0172805145544,0.0,0.0,15.30859375,15.30859375,0.0,3
PRESENT,16KB_1.bin,PRESENT_16KB_1.bin,16384,16.0,0,782.1169999998953,0.019977829404043246,0.765625,0.010416666666666666,15.30859375,15.30859375,0.0,3
XTEA,16KB_1.bin,XTEA_16KB_1.bin,16384,16.0,0,40.018700000018725,0.390442468145959,0.036458333333333336,0.0,15.30859375,15.30859375,0.0,3
SIMON,16KB_1.bin,SIMON_16KB_1.bin,16384,16.0,0,250.89606666642794,0.0622767834012073,0.25,0.0,15.30859375,15.30859375,0.0,3
PRINCE,16KB_1.bin,PRINCE_16KB_1.bin,16384,16.0,0,208.5803999999977,0.07491116135552608,0.20833333333333334,0.0,15.30859375,15.30859375,0.0,3
RECTANGLE,16KB_1.bin,RECTANGLE_16KB_1.bin,16384,16.0,0,653.6178333332524,0.023905406497734687,0.6458333333333334,0.0,15.30859375,15.30859375,0.0,3
ASCONv2,16KB_1.bin,ASCONv2_16KB_1.bin,16384,16.0,1,61.76746666657588,0.2529648833478082,0.0625,0.0,15.30859375,15.30859375,0.0,3
LEA,16KB_1.bin,LEA_16KB_1.bin,16384,16.0,0,161.4287999999154,0.09679189834780527,0.16145833333333334,0.0,15.30859375,15.30859375,0.0,3
MSEA,16KB_1.bin,MSEA_16KB_1.bin,16384,16.0,0,46.0113999999218,0.3395897538441898,0.046875,0.0,15.30859375,15.30859375,0.0,3
AES,16KB_2.bin,AES_16KB_2.bin,16384,16.0,0,0.05483333340331834,284.95440693113915,0.0,0.0,15.3125,15.31640625,0.00390625,3
PRESENT,16KB_2.bin,PRESENT_16KB_2.bin,16384,16.0,0,932.2256666667575,0.016760963100134706,0.9270833333333334,0.0,15.31640625,15.31640625,0.0,3
XTEA,16KB_2.bin,XTEA_16KB_2.bin,16384,16.0,0,56.95963333331141,0.2743170748408261,0.057291666666666664,0.0,15.31640625,15.31640625,0.0,3
SIMON,16KB_2.bin,SIMON_16KB_2.bin,16384,16.0,0,242.27393333345995,0.06449311234194613,0.23958333333333334,0.0,15.31640625,15.31640625,0.0,3
PRINCE,16KB_2.bin,PRINCE_16KB_2.bin,16384,16.0,0,201.2936333333831,0.07762292200330961,0.1875,0.0,15.31640625,15.31640625,0.0,3
RECTANGLE,16KB_2.bin,RECTANGLE_16KB_2.bin,16384,16.0,0,515.3733000000406,0.03031782981384323,0.5052083333333334,0.0,15.31640625,15.31640625,0.0,3
ASCONv2,16KB_2.bin,ASCONv2_16KB_2.bin,16384,16.0,1,34.72679999989244,0.449940679822166,0.036458333333333336,0.0,15.31640625,15.31640625,0.0,3
LEA,16KB_2.bin,LEA_16KB_2.bin,16384,16.0,0,98.26159999996283,0.1590143046724856,0.09375,0.0,15.31640625,15.3203125,0.00390625,3
MSEA,16KB_2.bin,MSEA_16KB_2.bin,16384,16.0,0,28.743633333154623,0.5435986403979483,0.03125,0.0,15.3203125,15.3203125,0.0,3
AES,16KB_3.bin,AES_16KB_3.bin,16384,16.0,0,0.04219999997682559,370.2606637104401,0.0,0.0,15.3203125,15.3203125,0.0,3
PRESENT,16KB_3.bin,PRESENT_16KB_3.bin,16384,16.0,0,599.4174666667883,0.02606697480286443,0.5989583333333334,0.0,15.3203125,15.3203125,0.0,3
XTEA,16KB_3.bin,XTEA_16KB_3.bin,16384,16.0,0,37.33570000016092,0.41850025578555256,0.041666666666666664,0.0,15.3203125,15.3203125,0.0,3
SIMON,16KB_3.bin,SIMON_16KB_3.bin,16384,16.0,0,173.98016666690333,0.08980908743417351,0.171875,0.0,15.3203125,15.3203125,0.0,3
PRINCE,16KB_3.bin,PRINCE_16KB_3.bin,16384,16.0,0,151.83836666680386,0.10290547997192112,0.15104166666666666,0.0,15.3203125,15.3203125,0.0,3
RECTANGLE,16KB_3.bin,RECTANGLE_16KB_3.bin,16384,16.0,0,516.6069666667378,0.030245430294554388,0.515625,0.0,15.3203125,15.3203125,0.0,3
ASCONv2,16KB_3.bin,ASCONv2_16KB_3.bin,16384,16.0,1,35.16649999983201,0.4443149019684825,0.03125,0.0,15.3203125,15.3203125,0.0,3
LEA,16KB_3.bin,LEA_16KB_3.bin,16384,16.0,0,123.98046666673206,0.1260279173008847,0.125,0.0,15.3203125,15.3203125,0.0,3
MSEA,16KB_3.bin,MSEA_16KB_3.bin,16384,16.0,0,27.987033333223128,0.5582942577001085,0.03125,0.0,15.3203125,15.3203125,0.0,3
AES,16KB_4.bin,AES_16KB_4.bin,16384,16.0,0,0.10920000022451859,143.08608029189116,0.0,0.0,15.3203125,15.3203125,0.0,3
PRESENT,16KB_4.bin,PRESENT_16KB_4.bin,16384,16.0,0,598.4236666666524,0.026110264132825137,0.59375,0.0,15.3203125,15.3203125,0.0,3
XTEA,16KB_4.bin,XTEA_16KB_4.bin,16384,16.0,0,34.5870333332338,0.45175889615795223,0.03125,0.0,15.328125,15.328125,0.0,3
SIMON,16KB_4.bin,SIMON_16KB_4.bin,16384,16.0,0,180.15536666659196,0.08673069411757636,0.18229166666666666,0.0,15.328125,15.328125,0.0,3
PRINCE,16KB_4.bin,PRINCE_16KB_4.bin,16384,16.0,0,154.83623333345045,0.10091307224162764,0.15625,0.0,15.328125,15.328125,0.0,3
RECTANGLE,16KB_4.bin,RECTANGLE_16KB_4.bin,16384,16.0,0,520.0065333331926,0.03004769940070797,0.5208333333333334,0.0,15.328125,15.328125,0.0,3
ASCONv2,16KB_4.bin,ASCONv2_16KB_4.bin,16384,16.0,1,35.31236666670642,0.44247954682492946,0.03125,0.0,15.328125,15.328125,0.0,3
